Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent
T101276,CUST2209,09-03-2023 05:52,22.17,Utilities,NetBanking,Mobile,Mumbai,0,17,296.38,38,No,1
T101277,CUST4530,02-01-2024 16:41,345.37,Health,Credit Card,POS,Hyderabad,0,125,43.83,57,No,0
T101278,CUST9136,06-06-2023 14:06,12.3,Fashion,NetBanking,Mobile,Pune,0,82,420.03,852,No,0
T101279,CUST5078,17-07-2023 03:36,55.27,Utilities,UPI,Mobile,Hyderabad,0,4,244.92,715,No,0
T101280,CUST4591,11-10-2023 20:12,77.02,Health,Debit Card,Mobile,Bengaluru,0,115,494.74,1517,No,0
T101281,CUST7655,01-10-2023 22:11,96.98,Entertainment,UPI,POS,Delhi,0,95,361.55,1692,No,0
T101282,CUST6399,12-02-2024 11:54,65.61,Health,Debit Card,Desktop,Delhi,0,95,496.36,540,No,0
T101283,CUST8638,06-05-2023 02:35,0.79,Grocery,NetBanking,Desktop,Mumbai,0,137,232.2,531,No,0
T101284,CUST1183,08-11-2023 14:04,31.62,Electronics,PayPal,POS,Pune,0,31,78.98,611,No,0
T101285,CUST3717,03-01-2023 12:08,58.34,Electronics,NetBanking,Desktop,Mumbai,0,133,366.38,1848,No,0
T101286,CUST9266,16-10-2023 22:35,7.36,Electronics,Credit Card,Mobile,Chennai,0,16,391.1,807,No,0
T101287,CUST2764,25-02-2023 12:47,34.54,Electronics,NetBanking,Mobile,Delhi,0,42,427.89,1716,No,0
T101288,CUST9529,06-06-2023 07:00,2.7,Entertainment,Debit Card,POS,Mumbai,0,169,157.71,690,No,0
T101289,CUST9375,10-02-2023 10:28,6.55,Travel,UPI,POS,Chennai,0,30,260.24,1271,No,0
T101290,CUST2532,25-06-2023 21:14,40.46,Utilities,PayPal,Desktop,Pune,0,26,430.18,1482,No,0
T101291,CUST6010,21-11-2023 01:57,11.39,Grocery,NetBanking,Desktop,Kolkata,0,177,433.72,1691,No,1
T101292,CUST2503,07-02-2024 13:49,67.06,Food,NetBanking,Mobile,Hyderabad,0,31,22.59,32,No,0
T101293,CUST1789,28-05-2023 18:15,93.56,Grocery,UPI,POS,Mumbai,0,50,338.75,1240,No,0
T101294,CUST6579,20-11-2023 11:32,128.99,Travel,PayPal,Desktop,Chennai,0,143,304.83,72,No,0
T101295,CUST9393,29-07-2023 00:45,17.87,Electronics,NetBanking,Desktop,Delhi,0,52,50.84,1664,No,0
T101296,CUST7126,12-02-2023 22:20,14.66,Travel,NetBanking,Mobile,Hyderabad,0,166,465.77,804,No,0
T101297,CUST8383,13-02-2023 02:16,8.84,Fashion,Debit Card,Mobile,Mumbai,0,38,228.23,1464,No,1
T101298,CUST9587,06-04-2023 14:15,80.94,Fashion,Debit Card,Mobile,Delhi,0,188,340.39,1243,No,0
T101299,CUST9969,02-07-2023 14:17,98.06,Utilities,Credit Card,Mobile,Kolkata,0,20,442.57,71,No,0
T101300,CUST3987,24-03-2023 14:03,2.57,Entertainment,UPI,Desktop,Hyderabad,0,99,73.76,1150,No,0
T101301,CUST4295,30-05-2023 17:25,220.18,Grocery,PayPal,POS,Bengaluru,0,44,429.36,1825,No,0
T101302,CUST2291,01-03-2023 05:52,4.27,Grocery,NetBanking,POS,Delhi,0,111,364.91,759,No,0
T101303,CUST5651,30-07-2023 15:48,62.35,Food,NetBanking,Mobile,Bengaluru,0,89,421.4,677,No,0
T101304,CUST6723,07-12-2023 18:42,98.77,Entertainment,Credit Card,Mobile,Pune,0,63,252.47,1905,No,0
T101305,CUST5630,09-06-2023 11:14,163.82,Food,NetBanking,Desktop,Mumbai,0,118,26.41,686,No,0
T101306,CUST4121,28-08-2023 21:36,100.17,Fashion,UPI,Mobile,Kolkata,0,178,338.55,1570,No,0
T101307,CUST8179,06-06-2023 23:40,129.45,Electronics,Credit Card,POS,Chennai,0,150,193.52,910,No,0
T101308,CUST8267,28-07-2023 07:01,33.17,Travel,UPI,Mobile,Mumbai,0,72,207.18,1958,No,0
T101309,CUST8204,23-05-2023 16:28,134.92,Food,Credit Card,POS,Delhi,0,54,226.22,1189,No,0
T101310,CUST8535,07-11-2023 14:31,6.68,Health,NetBanking,Mobile,Bengaluru,0,137,251.53,539,No,0
T101311,CUST3363,09-01-2023 08:23,180.16,Food,Credit Card,Mobile,Bengaluru,0,143,334.35,1572,No,0
T101312,CUST9110,15-01-2024 19:22,63.45,Electronics,Debit Card,POS,Hyderabad,0,48,366.12,66,No,0
T101313,CUST2152,06-02-2024 18:44,135.99,Electronics,PayPal,Desktop,Mumbai,0,148,390.65,852,No,0
T101314,CUST6082,17-11-2023 02:37,48.16,Grocery,NetBanking,Desktop,Mumbai,0,163,339.09,608,No,0
T101315,CUST3892,08-12-2023 23:04,82.53,Travel,PayPal,Mobile,Delhi,0,101,403.7,1957,No,0
T101316,CUST2327,23-05-2023 12:43,59.79,Electronics,NetBanking,Mobile,Bengaluru,0,195,69.85,866,No,0
T101317,CUST7226,12-05-2023 03:28,105.22,Entertainment,PayPal,POS,Delhi,1,60,420.04,546,No,0
T101318,CUST1296,05-05-2023 06:44,6.81,Food,Debit Card,POS,Delhi,0,98,199.77,814,No,0
T101319,CUST4165,17-03-2023 04:18,4.98,Food,PayPal,Mobile,Pune,0,162,269.1,1050,No,0
T101320,CUST9594,01-03-2023 07:16,22.71,Fashion,Credit Card,POS,Bengaluru,0,100,222.55,908,No,0
T101321,CUST1396,16-06-2023 10:27,13.9,Electronics,PayPal,Desktop,Delhi,0,99,243.1,1111,No,0
T101322,CUST6239,11-07-2023 09:37,164.32,Health,NetBanking,Desktop,Bengaluru,0,73,149.86,988,No,0
T101323,CUST1524,26-06-2023 10:30,19.8,Grocery,UPI,POS,Delhi,0,119,93.28,184,No,0
T101324,CUST8589,13-03-2023 05:08,297.93,Travel,PayPal,POS,Chennai,1,182,61.4,1925,No,0
T101325,CUST2168,04-01-2024 10:23,32.87,Health,PayPal,POS,Delhi,0,128,231.19,142,No,0
T101326,CUST7246,13-08-2023 20:10,16.08,Grocery,PayPal,Desktop,Delhi,1,140,71.38,1513,No,0
T101327,CUST7574,24-05-2023 13:50,124.74,Food,NetBanking,Mobile,Kolkata,0,88,130.04,1657,No,0
T101328,CUST5171,28-12-2023 00:25,86,Health,PayPal,POS,Chennai,0,105,75.47,865,No,0
T101329,CUST5800,29-05-2023 10:46,55.16,Grocery,NetBanking,POS,Mumbai,0,19,63.47,1809,No,0
T101330,CUST5814,29-11-2023 21:51,64.84,Food,NetBanking,POS,Bengaluru,0,80,442.41,1849,No,0
T101331,CUST3298,02-10-2023 23:53,101.61,Food,UPI,Mobile,Kolkata,0,26,340.27,630,No,0
T101332,CUST2996,28-10-2023 06:26,20.75,Food,Credit Card,POS,Hyderabad,1,151,462.64,471,No,0
T101333,CUST6273,24-12-2023 15:10,448.69,Food,NetBanking,POS,Chennai,0,121,325.57,1743,No,0
T101334,CUST7711,08-02-2023 05:10,294.45,Entertainment,Debit Card,Desktop,Kolkata,0,33,423.54,257,No,1
T101335,CUST8368,08-12-2023 14:47,84.06,Food,PayPal,POS,Mumbai,0,106,282.1,903,No,0
T101336,CUST8568,13-12-2023 11:56,17.81,Fashion,Debit Card,Desktop,Delhi,0,185,236.69,1632,No,0
T101337,CUST6162,25-05-2023 13:47,91.21,Health,PayPal,Mobile,Pune,0,30,268.95,1175,No,0
T101338,CUST5702,19-09-2023 04:56,5.99,Grocery,UPI,POS,Mumbai,0,151,166.91,700,No,0
T101339,CUST7221,13-11-2023 12:53,2.49,Fashion,NetBanking,POS,Chennai,0,126,332.41,1410,No,0
T101340,CUST2064,28-09-2023 23:54,23.84,Entertainment,Credit Card,Desktop,Pune,0,36,449.62,1321,No,0
T101341,CUST8661,25-05-2023 23:33,49.68,Utilities,NetBanking,Mobile,Delhi,0,125,393.35,724,No,0
T101342,CUST4791,09-02-2023 03:56,162.16,Utilities,PayPal,Mobile,Mumbai,0,124,236.38,1538,No,0
T101343,CUST6663,18-11-2023 06:17,103.91,Fashion,Credit Card,Desktop,Hyderabad,0,171,477.42,898,No,0
T101344,CUST4792,19-02-2024 14:26,108.6,Electronics,NetBanking,Mobile,Bengaluru,0,194,492.86,1057,No,0
T101345,CUST9365,29-08-2023 01:42,44.34,Electronics,Credit Card,Mobile,Bengaluru,0,181,251.62,1531,No,0
T101346,CUST7480,09-06-2023 01:03,33.96,Electronics,PayPal,Mobile,Chennai,1,118,433.67,150,No,0
T101347,CUST2147,20-07-2023 19:12,37.09,Travel,UPI,Mobile,Kolkata,1,123,12.34,771,No,0
T101348,CUST1953,03-05-2023 02:12,351.53,Electronics,UPI,Mobile,Delhi,0,188,42.66,1863,No,0
T101349,CUST5164,05-08-2023 00:58,3.27,Grocery,NetBanking,Mobile,Delhi,1,37,20.97,1539,No,0
T101350,CUST3325,19-06-2023 10:35,161.41,Fashion,Debit Card,Mobile,Bengaluru,0,61,388.85,1272,No,0
T101351,CUST9473,29-11-2023 01:11,69.15,Grocery,PayPal,Mobile,Mumbai,0,96,49.09,723,No,1
T101352,CUST2701,10-05-2023 11:41,46.19,Health,NetBanking,POS,Delhi,0,120,18.35,1331,No,0
T101353,CUST7531,13-02-2024 14:43,103.35,Electronics,NetBanking,Desktop,Hyderabad,0,181,82.24,286,No,0
T101354,CUST2041,05-02-2024 16:08,53.35,Entertainment,UPI,Mobile,Hyderabad,0,12,160.08,1357,No,0
T101355,CUST8611,13-06-2023 10:46,165.35,Travel,Credit Card,Desktop,Delhi,0,122,237.7,72,No,0
T101356,CUST5588,14-07-2023 03:09,184.77,Health,PayPal,Mobile,Delhi,0,35,42.05,899,Yes,0
T101357,CUST1953,09-09-2023 01:04,43.82,Entertainment,Credit Card,Mobile,Bengaluru,0,67,254.5,945,No,0
T101358,CUST5258,07-05-2023 06:59,25.93,Travel,PayPal,POS,Chennai,0,38,131.55,1583,No,0
T101359,CUST3348,03-11-2023 00:46,71.79,Utilities,Debit Card,Desktop,Bengaluru,0,24,144.44,1763,No,0
T101360,CUST6341,27-06-2023 05:27,194.76,Health,UPI,Desktop,Chennai,0,81,412.73,1742,No,1
T101361,CUST9533,26-08-2023 22:43,18.92,Utilities,Debit Card,POS,Hyderabad,0,168,493.59,617,No,0
T101362,CUST4499,23-06-2023 11:05,78.03,Fashion,NetBanking,POS,Chennai,0,193,237.29,942,No,0
T101363,CUST9239,18-03-2023 00:17,79.88,Grocery,UPI,Desktop,Bengaluru,0,185,167.67,1746,No,0
T101364,CUST6006,27-03-2023 18:04,105.67,Food,NetBanking,Mobile,Delhi,0,72,466.41,1203,No,0
T101365,CUST6696,14-06-2023 09:52,11.29,Grocery,Debit Card,Mobile,Chennai,0,79,255.22,623,No,0
T101366,CUST2042,28-02-2023 18:57,100.65,Electronics,PayPal,Desktop,Bengaluru,0,114,367.87,1063,No,0
T101367,CUST6746,14-12-2023 21:12,191.78,Utilities,NetBanking,Mobile,Hyderabad,0,45,212.73,821,No,0
T101368,CUST8541,01-06-2023 08:18,15.85,Entertainment,Credit Card,POS,Pune,0,125,109.25,241,No,0
T101369,CUST3635,13-11-2023 21:18,21.7,Food,PayPal,POS,Chennai,0,96,330.89,1705,No,0
T101370,CUST4775,02-01-2024 22:05,284.33,Travel,PayPal,POS,Hyderabad,1,13,335.77,1313,No,0
T101371,CUST3378,05-12-2023 07:48,15.97,Utilities,Debit Card,Desktop,Hyderabad,0,110,235.49,1991,No,0
T101372,CUST8430,19-03-2023 02:50,154.14,Fashion,Debit Card,Desktop,Mumbai,0,6,142.28,1435,No,0
T101373,CUST7261,12-01-2023 11:57,54.23,Fashion,UPI,Desktop,Pune,0,97,417.59,1442,No,0
T101374,CUST4538,26-09-2023 02:23,22.72,Utilities,UPI,Mobile,Chennai,0,71,144.91,951,No,0
T101375,CUST5394,04-02-2023 10:47,163.68,Utilities,Credit Card,Desktop,Bengaluru,0,47,332.92,1793,No,0
T101376,CUST4830,20-09-2023 11:48,47.15,Utilities,PayPal,Desktop,Chennai,0,93,198.15,365,No,0
T101377,CUST6820,05-12-2023 23:10,57.86,Travel,Credit Card,POS,Chennai,0,101,241.52,1058,No,0
T101378,CUST3034,30-07-2023 22:07,35.61,Electronics,Credit Card,Mobile,Pune,1,44,113.59,951,No,0
T101379,CUST5386,09-07-2023 22:47,71.91,Travel,Debit Card,Mobile,Kolkata,0,32,328.25,112,No,0
T101380,CUST1550,27-04-2023 11:59,14.28,Health,Credit Card,POS,Hyderabad,0,3,120.65,1059,No,0
T101381,CUST2015,20-02-2023 18:53,39.69,Entertainment,Credit Card,Mobile,Hyderabad,0,182,248,181,No,0
T101382,CUST2941,28-03-2023 19:10,278.97,Utilities,NetBanking,Desktop,Hyderabad,0,84,170.95,1788,No,0
T101383,CUST8404,12-12-2023 23:56,23.89,Entertainment,UPI,Mobile,Hyderabad,0,166,482.17,1234,No,0
T101384,CUST2514,26-11-2023 09:33,85.54,Electronics,UPI,POS,Pune,0,4,491.29,1828,No,0
T101385,CUST3802,30-11-2023 05:58,31.47,Food,PayPal,Mobile,Bengaluru,0,145,379.21,1831,No,0
T101386,CUST4225,11-03-2023 20:44,118.79,Travel,UPI,POS,Delhi,0,165,492.12,1220,No,0
T101387,CUST8219,28-05-2023 18:40,11.22,Electronics,PayPal,Desktop,Mumbai,0,88,65.64,1523,No,0
T101388,CUST5995,06-04-2023 07:29,280.05,Entertainment,NetBanking,Desktop,Kolkata,0,106,496.24,107,No,0
T101389,CUST9321,06-01-2024 03:47,48.38,Food,UPI,POS,Kolkata,0,105,60.74,441,No,0
T101390,CUST3301,09-06-2023 07:06,21.54,Travel,NetBanking,Desktop,Hyderabad,0,36,213.57,1607,No,0
T101391,CUST4822,21-11-2023 11:34,6.11,Fashion,UPI,Desktop,Hyderabad,0,58,127.08,1627,No,0
T101392,CUST2082,30-11-2023 14:49,14.88,Travel,UPI,Mobile,Mumbai,0,169,477.38,410,No,0
T101393,CUST8265,28-09-2023 04:46,58.68,Grocery,NetBanking,Desktop,Hyderabad,0,8,321.54,977,No,1
T101394,CUST8114,03-08-2023 07:07,32.88,Travel,Credit Card,POS,Delhi,1,195,302.59,819,No,0
T101395,CUST5637,13-07-2023 13:46,141.23,Grocery,Credit Card,Desktop,Kolkata,0,158,498.74,342,No,0
T101396,CUST1452,06-07-2023 14:00,45.09,Food,Credit Card,Mobile,Chennai,0,86,310.09,893,No,0
T101397,CUST1618,07-01-2024 14:40,22.88,Travel,Credit Card,POS,Mumbai,0,180,326.62,424,No,0
T101398,CUST9502,02-05-2023 16:03,76.81,Food,UPI,Desktop,Kolkata,0,97,31.94,1963,No,0
T101399,CUST6196,17-12-2023 12:53,98.15,Food,Debit Card,Desktop,Bengaluru,0,153,430.93,572,No,0
T101400,CUST1696,12-12-2023 23:00,14.62,Entertainment,NetBanking,Desktop,Kolkata,0,180,485.34,33,No,0
T101401,CUST1222,16-12-2023 22:34,14.68,Electronics,Debit Card,POS,Mumbai,0,59,480.55,138,No,0
T101402,CUST7247,23-01-2024 07:25,2.99,Food,Debit Card,Mobile,Delhi,1,30,118.34,947,No,0
T101403,CUST5528,24-08-2023 21:20,106.67,Food,PayPal,POS,Pune,0,101,120.7,915,No,0
T101404,CUST9880,19-02-2023 13:03,87.21,Entertainment,Credit Card,POS,Bengaluru,0,67,189.36,122,No,0
T101405,CUST4245,24-10-2023 15:18,51.49,Entertainment,UPI,Mobile,Chennai,0,132,162,1152,No,0
T101406,CUST4937,28-09-2023 02:12,148.72,Travel,Credit Card,POS,Hyderabad,0,93,159.75,221,No,0
T101407,CUST7452,15-02-2024 22:14,131.06,Entertainment,Credit Card,POS,Mumbai,0,185,306.56,362,No,0
T101408,CUST2047,09-01-2024 16:23,70.43,Travel,Debit Card,Desktop,Bengaluru,0,63,404.75,1265,No,0
T101409,CUST5166,23-08-2023 04:02,162.16,Fashion,PayPal,POS,Mumbai,0,32,469.02,1648,No,1
T101410,CUST8715,31-01-2023 23:28,18.44,Entertainment,Credit Card,Desktop,Chennai,0,87,43.25,1260,No,0
T101411,CUST6016,08-06-2023 22:46,9.5,Electronics,NetBanking,POS,Mumbai,0,51,146.21,656,No,0
T101412,CUST3753,16-04-2023 02:19,25.15,Food,NetBanking,Desktop,Kolkata,0,63,134.96,1015,No,0
T101413,CUST8675,13-01-2024 20:49,4.7,Electronics,Credit Card,Desktop,Kolkata,0,80,185.15,1817,No,0
T101414,CUST3089,18-11-2023 15:40,60.6,Grocery,Debit Card,Desktop,Bengaluru,0,87,217.92,602,No,0
T101415,CUST8709,25-07-2023 14:34,220.67,Utilities,Debit Card,Mobile,Delhi,0,110,200.69,385,No,0
T101416,CUST5895,04-02-2024 21:45,3.21,Entertainment,UPI,POS,Pune,0,101,476.55,1955,No,0
T101417,CUST3146,13-11-2023 07:38,10.42,Food,PayPal,POS,Bengaluru,1,129,224.19,1306,No,1
T101418,CUST6112,03-01-2023 13:44,48.15,Electronics,Debit Card,POS,Mumbai,0,19,280.28,620,No,0
T101419,CUST6117,10-01-2024 08:01,217.3,Entertainment,UPI,Mobile,Chennai,0,101,376.83,225,No,0
T101420,CUST8690,01-12-2023 09:34,30.4,Entertainment,NetBanking,Desktop,Kolkata,1,163,365.29,291,No,1
T101421,CUST2285,26-08-2023 22:45,56.62,Utilities,NetBanking,POS,Hyderabad,0,191,295.65,351,No,0
T101422,CUST5279,09-03-2023 12:47,3.4,Fashion,NetBanking,Mobile,Hyderabad,1,94,431.81,449,No,0
T101423,CUST7219,19-12-2023 10:50,12.85,Fashion,Credit Card,Mobile,Chennai,0,81,315.85,1551,No,0
T101424,CUST5609,15-09-2023 02:58,345.18,Food,PayPal,POS,Mumbai,0,103,438.63,1964,No,0
T101425,CUST4353,27-10-2023 19:17,268.46,Grocery,UPI,Desktop,Pune,0,113,158.36,361,No,0
T101426,CUST6558,30-11-2023 12:32,0.4,Fashion,PayPal,Mobile,Chennai,0,154,74.69,1349,No,0
T101427,CUST9826,18-01-2023 08:03,242.61,Utilities,Credit Card,POS,Mumbai,0,13,411.57,1289,No,0
T101428,CUST5227,18-04-2023 22:00,81.54,Fashion,UPI,Desktop,Bengaluru,0,118,197.43,710,No,0
T101429,CUST3002,06-06-2023 19:51,161.95,Grocery,UPI,Mobile,Pune,0,86,329.03,36,No,0
T101430,CUST5835,18-03-2023 10:52,48.52,Electronics,Debit Card,Mobile,Delhi,0,23,371.28,563,No,0
T101431,CUST7330,15-02-2024 21:36,57.99,Fashion,PayPal,POS,Mumbai,0,107,170.09,101,No,0
T101432,CUST2069,20-02-2023 11:51,53.69,Utilities,PayPal,POS,Hyderabad,0,163,257.53,1553,No,0
T101433,CUST5047,04-02-2023 16:21,87.94,Travel,Debit Card,Desktop,Hyderabad,0,12,448.51,647,No,0
T101434,CUST7937,30-08-2023 12:36,12.03,Utilities,NetBanking,POS,Kolkata,1,137,441.1,168,No,0
T101435,CUST6243,14-02-2023 15:54,2.43,Health,Credit Card,POS,Pune,0,78,377.18,1439,No,0
T101436,CUST1084,19-09-2023 16:35,29.45,Health,PayPal,Desktop,Delhi,0,67,383.74,571,No,0
T101437,CUST8676,30-06-2023 08:32,97.58,Fashion,Debit Card,POS,Mumbai,0,108,449.87,353,No,0
T101438,CUST6313,20-10-2023 12:50,18.04,Electronics,UPI,Desktop,Delhi,0,44,370.8,978,No,0
T101439,CUST3139,05-11-2023 21:06,89.53,Entertainment,Debit Card,Desktop,Kolkata,0,189,176.4,630,No,0
T101440,CUST3313,29-06-2023 21:45,280.29,Electronics,NetBanking,Desktop,Bengaluru,0,149,69.18,1970,No,0
T101441,CUST8026,13-05-2023 09:38,7.89,Utilities,Credit Card,POS,Delhi,0,7,216.72,1718,No,0
T101442,CUST2698,01-07-2023 15:30,89.33,Food,NetBanking,Desktop,Bengaluru,0,128,52.8,102,No,0
T101443,CUST1583,26-08-2023 16:35,46.92,Travel,UPI,POS,Hyderabad,1,97,66.73,869,No,0
T101444,CUST8846,01-07-2023 11:01,162.08,Electronics,UPI,Desktop,Bengaluru,0,11,475.58,1442,No,0
T101445,CUST2746,18-10-2023 03:38,15.6,Grocery,UPI,POS,Mumbai,0,173,341.18,1291,No,0
T101446,CUST3094,25-03-2023 09:38,94.38,Utilities,UPI,Desktop,Pune,0,160,427.29,1017,No,0
T101447,CUST8201,15-10-2023 14:20,145.67,Travel,Debit Card,Mobile,Pune,0,106,325.02,1375,No,0
T101448,CUST3167,19-12-2023 14:02,231.47,Health,UPI,Mobile,Mumbai,1,83,215.08,1394,No,0
T101449,CUST7073,18-01-2024 19:23,91.97,Utilities,UPI,Mobile,Mumbai,0,36,22.33,1816,No,0
T101450,CUST1842,17-08-2023 08:58,55,Travel,Debit Card,Desktop,Mumbai,0,118,478.36,1358,No,0
T101451,CUST7387,01-03-2023 16:33,76.95,Grocery,UPI,POS,Chennai,0,165,44.76,1061,No,0
T101452,CUST9993,01-01-2024 22:36,162.55,Fashion,NetBanking,Desktop,Kolkata,0,41,308.98,1260,No,0
T101453,CUST5945,03-02-2023 10:11,67.63,Grocery,NetBanking,Desktop,Bengaluru,0,92,60.08,440,No,0
T101454,CUST3629,05-04-2023 03:01,2.47,Grocery,PayPal,Desktop,Mumbai,0,49,149.23,287,No,0
T101455,CUST2760,26-01-2023 08:11,213.83,Fashion,NetBanking,Desktop,Pune,0,143,101.05,1849,No,0
T101456,CUST9904,15-02-2023 09:47,93.57,Fashion,Credit Card,POS,Delhi,0,141,281.32,680,No,0
T101457,CUST9738,16-02-2024 15:39,90.29,Fashion,Credit Card,Desktop,Delhi,0,53,444.67,1099,No,0
T101458,CUST9666,07-04-2023 06:19,19.43,Fashion,Credit Card,Mobile,Chennai,0,107,321.45,155,No,0
T101459,CUST5382,06-05-2023 09:13,86.04,Fashion,Debit Card,Mobile,Bengaluru,0,33,335.45,1074,No,0
T101460,CUST6455,20-04-2023 05:27,40.05,Grocery,NetBanking,Mobile,Bengaluru,0,119,455.38,1223,No,0
T101461,CUST9447,24-02-2023 14:49,84.27,Food,Credit Card,Desktop,Kolkata,0,32,377.22,573,No,0
T101462,CUST4541,22-12-2023 03:47,9.02,Food,PayPal,POS,Bengaluru,0,118,434.32,1469,Yes,1
T101463,CUST4214,28-05-2023 18:13,85.8,Utilities,Debit Card,POS,Pune,0,176,214.03,484,No,0
T101464,CUST9285,27-11-2023 12:54,595.34,Electronics,PayPal,POS,Pune,0,196,434.02,691,No,0
T101465,CUST7494,16-09-2023 01:10,3.95,Food,NetBanking,Desktop,Kolkata,0,185,326.47,1259,No,0
T101466,CUST9086,23-07-2023 19:56,302.39,Health,UPI,POS,Chennai,0,62,76.45,1386,No,0
T101467,CUST6661,23-09-2023 06:57,41.79,Food,PayPal,Mobile,Bengaluru,0,82,28.97,1074,No,0
T101468,CUST2729,11-06-2023 18:08,163.68,Grocery,UPI,POS,Bengaluru,0,130,129.58,947,No,0
T101469,CUST8913,03-12-2023 07:49,122,Fashion,Debit Card,Desktop,Mumbai,0,77,195.39,1855,No,0
T101470,CUST3482,26-08-2023 05:35,66.96,Utilities,PayPal,Desktop,Bengaluru,0,16,420.41,1703,No,0
T101471,CUST8669,24-09-2023 16:30,107.29,Fashion,PayPal,POS,Pune,0,123,373.21,1118,No,0
T101472,CUST1450,29-01-2023 04:40,168.64,Entertainment,Debit Card,Desktop,Mumbai,0,8,478.13,1630,No,0
T101473,CUST4617,11-07-2023 11:57,41.42,Entertainment,Debit Card,POS,Mumbai,0,147,284,117,No,0
T101474,CUST7594,09-11-2023 23:42,31.68,Entertainment,Credit Card,POS,Bengaluru,0,160,376.39,1888,No,0
T101475,CUST7324,13-11-2023 07:52,88.11,Grocery,NetBanking,Mobile,Delhi,0,67,144.89,1532,No,0
T101476,CUST2402,06-12-2023 19:33,131.96,Health,PayPal,Desktop,Hyderabad,0,115,342.99,1096,No,0
T101477,CUST7201,05-10-2023 11:44,114.93,Food,PayPal,Mobile,Pune,1,113,356.01,1936,No,0
T101478,CUST7149,14-02-2024 02:53,127.89,Grocery,Debit Card,Desktop,Delhi,0,32,425.72,1990,No,0
T101479,CUST1446,07-11-2023 14:27,45.76,Electronics,Debit Card,POS,Bengaluru,0,105,272.84,1194,No,0
T101480,CUST9537,10-04-2023 02:10,136.23,Utilities,NetBanking,Desktop,Bengaluru,0,25,328.01,1427,No,1
T101481,CUST1501,16-04-2023 00:09,10.25,Fashion,Debit Card,POS,Delhi,0,53,109.49,545,No,0
T101482,CUST6917,06-01-2024 16:04,62.91,Entertainment,UPI,Desktop,Bengaluru,0,81,371.01,529,No,0
T101483,CUST7466,14-03-2023 11:47,0.46,Travel,UPI,Mobile,Pune,0,25,420.82,1332,No,0
T101484,CUST9671,02-10-2023 10:17,31.39,Electronics,UPI,Mobile,Kolkata,0,33,300.93,355,No,0
T101485,CUST7997,03-01-2023 18:17,36.51,Entertainment,UPI,POS,Mumbai,1,31,66.68,1471,No,0
T101486,CUST8736,03-01-2023 05:22,40.36,Health,NetBanking,Mobile,Chennai,0,36,163.3,582,No,0
T101487,CUST5149,08-02-2024 21:50,95.12,Electronics,PayPal,POS,Bengaluru,0,87,243,1967,Yes,0
T101488,CUST5582,04-05-2023 14:29,39.35,Grocery,UPI,POS,Bengaluru,0,123,341.81,917,No,0
T101489,CUST7972,07-11-2023 13:03,47.64,Food,Debit Card,POS,Delhi,1,177,166.96,1025,No,1
T101490,CUST9771,28-10-2023 18:24,21.7,Fashion,UPI,Desktop,Mumbai,0,44,421.74,1655,No,0
T101491,CUST9436,29-01-2024 06:09,37.38,Utilities,NetBanking,POS,Delhi,0,48,192.18,1022,No,0
T101492,CUST5204,17-02-2024 05:09,20.63,Health,Debit Card,Mobile,Kolkata,0,158,30.99,1821,No,1
T101493,CUST3001,09-06-2023 02:14,6.08,Health,UPI,Desktop,Pune,0,13,399.06,958,No,0
T101494,CUST6799,24-09-2023 01:30,74,Travel,PayPal,Mobile,Delhi,0,171,325.67,950,No,0
T101495,CUST9221,04-01-2023 01:17,88.26,Electronics,Debit Card,POS,Bengaluru,0,144,402.96,337,No,0
T101496,CUST2804,05-06-2023 02:29,77.3,Travel,Debit Card,POS,Mumbai,0,91,180.96,686,No,0
T101497,CUST4707,22-03-2023 23:35,49.81,Food,PayPal,Mobile,Pune,0,154,18.64,1360,No,0
T101498,CUST8743,17-11-2023 04:51,38.22,Entertainment,Debit Card,Desktop,Bengaluru,0,175,46.14,1952,No,1
T101499,CUST2273,06-09-2023 21:36,159.22,Food,UPI,Mobile,Pune,0,165,64.78,1876,No,0
T101500,CUST7122,13-11-2023 08:59,58.56,Entertainment,Debit Card,POS,Bengaluru,1,131,404.52,499,No,0
T101501,CUST7613,06-02-2023 03:10,52.19,Travel,UPI,Desktop,Bengaluru,1,154,157.7,1237,No,1
T101502,CUST5481,05-02-2024 12:48,2.08,Fashion,PayPal,POS,Bengaluru,0,143,498.97,1684,No,0
T101503,CUST1002,16-09-2023 13:11,33.39,Food,Credit Card,POS,Chennai,1,66,381.61,654,No,0
T101504,CUST8890,09-01-2023 07:12,38.27,Travel,PayPal,Mobile,Hyderabad,0,28,304.57,320,No,0
T101505,CUST4152,16-07-2023 08:46,40.71,Electronics,UPI,POS,Mumbai,0,125,491.97,278,No,0
T101506,CUST9221,06-05-2023 00:10,69.43,Travel,NetBanking,Mobile,Kolkata,0,166,164.99,353,No,1
T101507,CUST4439,24-01-2023 09:48,61.02,Travel,PayPal,Desktop,Chennai,0,172,91.15,1496,No,0
T101508,CUST9324,24-10-2023 07:19,74.9,Grocery,NetBanking,POS,Hyderabad,0,181,371.26,633,No,0
