Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,Hour,Day
T101113,CUST5642,2023-01-09 16:55:00,61.6,6,2,0,2,0,3,183.97,1305,0,0,16,Monday
T101114,CUST7572,2023-04-12 12:44:00,71.9,0,3,2,4,1,4,28.08,1460,0,0,12,Wednesday
T101115,CUST7974,2024-01-23 11:06:00,69.42,7,0,2,5,0,135,442.48,1309,0,0,11,Tuesday
T101116,CUST2143,2023-12-23 22:57:00,7.68,4,1,1,3,0,131,425.45,1434,0,0,22,Saturday
T101117,CUST4368,2023-05-07 00:06:00,167.95,5,4,1,2,0,81,133.24,1198,0,0,0,Sunday
T101118,CUST7693,2023-07-15 09:03:00,24.7,4,1,1,4,0,111,403.25,620,0,0,9,Saturday
T101119,CUST4885,2023-05-29 05:46:00,11.1,3,1,0,0,0,59,400.14,370,0,0,5,Monday
T101120,CUST5776,2023-07-02 22:44:00,175.68,6,1,0,0,0,74,174.16,1859,0,0,22,Sunday
T101121,CUST8265,2023-02-06 21:32:00,249.25,1,4,2,5,0,129,351.56,1851,0,0,21,Monday
T101122,CUST1988,2023-01-11 07:41:00,158.51,2,4,0,1,0,156,152.03,432,1,0,7,Wednesday
T101123,CUST6779,2023-03-13 07:13:00,132.65,5,4,1,5,0,59,44.44,317,0,0,7,Monday
T101124,CUST8053,2023-11-21 02:08:00,85.19,6,4,0,4,0,118,257.35,1018,0,1,2,Tuesday
T101125,CUST7366,2023-08-23 21:11:00,64.03,7,1,0,5,0,181,224.78,243,0,0,21,Wednesday
T101126,CUST5019,2023-02-14 06:13:00,7.28,7,2,0,3,0,138,77.69,561,0,0,6,Tuesday
T101127,CUST3876,2023-12-03 11:40:00,42.0,4,2,0,3,0,199,250.37,899,0,0,11,Sunday
T101128,CUST1888,2023-02-11 10:00:00,37.3,2,4,1,6,0,103,475.19,771,0,0,10,Saturday
T101129,CUST4453,2023-09-16 10:53:00,24.06,6,3,1,4,0,131,368.38,1629,0,0,10,Saturday
T101130,CUST7748,2023-06-13 20:11:00,102.82,0,0,2,1,0,135,372.05,1601,0,0,20,Tuesday
T101131,CUST1539,2023-10-22 07:37:00,54.79,5,3,2,4,0,9,381.2,240,0,0,7,Sunday
T101132,CUST3380,2023-01-14 07:23:00,6.76,3,3,2,4,1,99,374.87,200,0,0,7,Saturday
T101133,CUST3268,2023-12-13 23:19:00,19.9,6,3,0,1,0,197,19.75,567,0,0,23,Wednesday
T101134,CUST7445,2024-02-15 05:13:00,91.97,6,2,0,4,1,141,463.1,1316,1,1,5,Thursday
T101135,CUST4442,2024-02-08 08:42:00,6.33,0,0,1,1,1,168,416.77,831,0,0,8,Thursday
T101136,CUST7417,2023-09-14 00:41:00,152.42,4,3,2,1,0,114,144.54,705,0,0,0,Thursday
T101137,CUST3674,2023-10-18 23:57:00,54.68,1,4,1,1,0,62,280.84,419,0,0,23,Wednesday
T101138,CUST5292,2023-02-02 20:05:00,52.4,1,2,2,4,0,62,311.35,450,0,0,20,Thursday
T101139,CUST9479,2023-05-27 01:31:00,71.8,5,4,2,4,0,10,74.65,91,0,0,1,Saturday
T101140,CUST5539,2023-02-05 02:29:00,139.29,5,4,2,5,0,87,134.44,115,0,1,2,Sunday
T101141,CUST1758,2023-08-12 17:16:00,34.19,3,3,0,4,0,11,21.39,1042,1,0,17,Saturday
T101142,CUST3247,2023-12-21 00:33:00,90.66,6,4,2,5,1,62,433.34,1638,0,0,0,Thursday
T101143,CUST8907,2023-09-10 17:01:00,66.73,2,0,2,6,0,77,22.2,520,0,0,17,Sunday
T101144,CUST8426,2024-02-17 19:34:00,24.85,6,4,0,0,1,104,166.16,925,0,1,19,Saturday
T101145,CUST9046,2024-02-15 07:47:00,168.71,1,3,2,0,0,56,48.34,89,0,0,7,Thursday
T101146,CUST2590,2024-02-06 10:51:00,127.73,3,4,0,6,0,110,392.89,506,0,0,10,Tuesday
T101147,CUST6423,2023-02-13 15:03:00,85.94,6,2,0,6,0,49,463.24,349,0,0,15,Monday
T101148,CUST7565,2023-09-15 07:05:00,152.08,0,2,1,2,0,16,285.78,719,0,0,7,Friday
T101149,CUST1029,2023-11-16 18:58:00,161.57,1,2,0,5,0,73,78.39,81,0,0,18,Thursday
T101150,CUST2723,2023-12-10 13:06:00,98.58,6,1,0,1,0,116,283.5,686,1,0,13,Sunday
T101151,CUST6286,2023-06-21 05:40:00,145.13,6,2,0,2,1,93,387.47,857,0,0,5,Wednesday
T101152,CUST7788,2023-12-11 04:06:00,95.65,1,2,2,3,0,137,362.02,1130,0,0,4,Monday
T101153,CUST1698,2024-02-19 22:58:00,91.19,2,1,1,5,0,33,373.44,148,0,0,22,Monday
T101154,CUST2734,2023-08-31 15:18:00,77.11,1,2,2,4,0,88,146.8,750,0,0,15,Thursday
T101155,CUST5106,2024-02-20 09:25:00,111.78,0,3,0,6,0,163,46.13,1235,0,0,9,Tuesday
T101156,CUST5465,2023-11-17 01:41:00,13.82,0,2,0,0,0,39,82.99,535,0,0,1,Friday
T101157,CUST9228,2023-07-06 02:53:00,170.2,6,2,1,5,0,114,478.2,1703,0,0,2,Thursday
T101158,CUST3843,2024-02-11 16:41:00,164.36,5,1,1,6,0,77,310.62,666,0,0,16,Sunday
T101159,CUST8319,2023-03-24 04:44:00,2.37,2,3,0,5,0,87,366.67,182,0,0,4,Friday
T101160,CUST3677,2023-11-25 01:54:00,139.81,6,4,0,4,0,153,450.54,1071,0,0,1,Saturday
T101161,CUST5039,2023-03-29 06:05:00,11.04,1,0,2,5,0,114,427.85,1117,1,1,6,Wednesday
T101162,CUST5158,2024-01-10 03:22:00,32.65,6,3,0,4,0,56,117.02,526,0,0,3,Wednesday
T101163,CUST5910,2023-08-23 14:58:00,108.85,3,4,2,5,0,176,38.45,1801,0,0,14,Wednesday
T101164,CUST6551,2023-09-18 05:53:00,14.02,3,3,1,3,0,138,463.31,108,0,0,5,Monday
T101165,CUST5488,2023-06-12 04:26:00,136.29,5,4,2,0,0,41,491.02,88,0,1,4,Monday
T101166,CUST1501,2023-10-29 11:35:00,142.77,2,4,0,5,0,104,288.0,1464,0,0,11,Sunday
T101167,CUST5189,2023-11-15 15:32:00,56.66,4,3,2,6,0,99,445.32,792,0,0,15,Wednesday
T101168,CUST2924,2023-05-25 02:29:00,0.51,7,1,2,3,0,59,123.59,855,0,0,2,Thursday
T101169,CUST7617,2024-02-04 12:46:00,27.07,3,3,1,2,0,156,64.41,1114,0,0,12,Sunday
T101170,CUST8546,2023-07-04 20:20:00,76.76,4,3,2,5,0,122,254.91,1520,0,0,20,Tuesday
T101171,CUST9712,2023-02-06 03:11:00,317.85,0,4,0,4,1,120,407.48,1683,0,1,3,Monday
T101172,CUST5827,2023-09-19 10:36:00,79.93,3,0,2,3,0,41,330.78,1132,0,0,10,Tuesday
T101173,CUST9612,2023-09-13 19:37:00,24.07,3,4,2,1,0,66,322.29,1802,0,0,19,Wednesday
T101174,CUST8552,2023-07-09 07:20:00,80.41,2,2,2,2,0,179,18.55,1892,0,0,7,Sunday
T101175,CUST7814,2024-01-03 19:55:00,62.12,5,3,0,0,0,62,165.57,1736,1,1,19,Wednesday
T101176,CUST6675,2023-01-28 21:02:00,121.07,4,3,2,5,0,158,470.35,1541,0,0,21,Saturday
T101177,CUST9301,2023-09-01 22:49:00,9.05,1,1,0,5,0,40,75.79,273,0,0,22,Friday
T101178,CUST8502,2023-09-01 10:03:00,114.51,3,4,2,3,0,40,365.92,237,0,0,10,Friday
T101179,CUST7502,2023-10-04 18:21:00,62.34,3,1,1,0,0,197,382.06,885,0,0,18,Wednesday
T101180,CUST5934,2023-02-20 23:54:00,263.73,2,3,1,1,0,102,369.09,1140,0,0,23,Monday
T101181,CUST4362,2023-07-20 01:08:00,33.47,2,4,1,2,0,190,494.75,1704,0,0,1,Thursday
T101182,CUST1004,2023-09-25 01:37:00,80.11,5,4,0,6,1,15,210.51,629,0,1,1,Monday
T101183,CUST1445,2023-12-06 14:12:00,215.09,4,2,0,0,0,124,344.27,674,0,0,14,Wednesday
T101184,CUST3456,2023-07-29 06:22:00,8.65,0,2,0,5,0,131,104.89,68,0,0,6,Saturday
T101185,CUST5637,2023-05-28 14:02:00,221.46,1,0,2,3,0,24,205.86,1229,0,0,14,Sunday
T101186,CUST3353,2023-10-19 11:35:00,93.15,5,2,0,1,0,169,250.86,507,0,0,11,Thursday
T101187,CUST1996,2024-02-04 07:50:00,5.62,7,4,0,3,0,191,115.27,1645,0,0,7,Sunday
T101188,CUST1004,2023-09-08 05:29:00,28.64,0,2,0,2,0,48,454.34,49,0,0,5,Friday
T101189,CUST7344,2024-02-12 05:07:00,98.53,6,0,0,4,0,189,360.94,250,0,0,5,Monday
T101190,CUST8390,2023-12-14 00:52:00,5.58,3,3,1,4,0,48,149.04,1902,0,0,0,Thursday
T101191,CUST4411,2023-01-08 18:52:00,69.81,4,2,2,0,0,47,76.13,304,0,0,18,Sunday
T101192,CUST8686,2023-02-02 22:32:00,33.96,5,4,1,3,0,184,151.05,1753,0,0,22,Thursday
T101193,CUST6080,2023-06-30 00:55:00,77.6,3,3,2,6,0,105,315.26,1207,0,1,0,Friday
T101194,CUST3726,2023-05-28 08:12:00,3.75,4,4,2,6,0,113,414.94,492,0,0,8,Sunday
T101195,CUST4770,2023-03-30 07:37:00,164.17,4,3,1,4,0,8,256.55,1462,0,0,7,Thursday
T101196,CUST2513,2023-10-19 20:26:00,290.42,4,4,0,4,1,18,60.22,1708,0,0,20,Thursday
T101197,CUST9715,2023-09-06 07:31:00,277.59,3,2,1,3,0,108,132.16,280,1,0,7,Wednesday
T101198,CUST1009,2023-10-15 01:49:00,110.79,5,2,2,5,0,84,179.12,241,0,0,1,Sunday
T101199,CUST6293,2023-03-03 23:32:00,11.15,1,0,2,3,0,151,321.71,1531,0,0,23,Friday
T101200,CUST6139,2023-09-19 06:52:00,113.59,2,3,0,1,0,197,130.86,1714,0,0,6,Tuesday
T101201,CUST5740,2023-06-16 00:32:00,1.99,3,0,1,0,0,65,124.62,716,0,0,0,Friday
T101202,CUST2813,2023-07-10 12:35:00,1.79,7,1,2,2,0,109,150.24,448,0,0,12,Monday
T101203,CUST9155,2023-03-17 21:12:00,31.28,4,2,1,6,0,46,300.34,1225,0,0,21,Friday
T101204,CUST6151,2023-08-24 19:34:00,53.66,5,3,0,3,0,66,251.39,536,0,0,19,Thursday
T101205,CUST8379,2023-03-21 05:09:00,117.72,1,0,0,1,0,80,422.4,675,0,0,5,Tuesday
T101206,CUST1599,2023-01-15 16:09:00,91.98,6,0,2,4,1,197,351.99,1681,0,0,16,Sunday
T101207,CUST8883,2023-01-25 00:22:00,47.23,7,1,0,6,0,150,336.74,898,0,1,0,Wednesday
T101208,CUST2786,2023-10-16 16:26:00,25.58,0,0,2,6,0,193,85.78,1256,0,0,16,Monday
T101209,CUST4186,2023-11-26 03:22:00,468.12,7,4,2,2,0,140,37.06,1972,0,0,3,Sunday
T101210,CUST8724,2024-01-20 22:14:00,44.44,4,2,0,6,0,147,259.9,521,0,0,22,Saturday
T101211,CUST2036,2023-05-22 04:20:00,48.03,6,0,0,1,0,150,45.1,324,0,0,4,Monday
T101212,CUST1199,2023-03-30 15:57:00,14.29,2,0,1,6,0,183,188.37,486,0,0,15,Thursday
T101213,CUST6861,2023-08-10 14:48:00,126.71,1,1,1,6,1,106,22.8,1199,0,0,14,Thursday
T101214,CUST1949,2023-05-20 14:34:00,94.65,1,4,2,3,0,126,96.64,1291,0,0,14,Saturday
T101215,CUST3778,2023-01-03 22:03:00,19.96,4,0,1,3,0,190,64.08,769,0,0,22,Tuesday
T101216,CUST7529,2023-10-24 09:09:00,6.88,7,2,2,4,0,179,402.48,1820,0,0,9,Tuesday
T101217,CUST4935,2023-07-23 14:32:00,91.28,7,2,0,0,0,176,179.6,453,0,0,14,Sunday
T101218,CUST2550,2023-12-04 10:57:00,85.02,1,0,0,5,0,145,48.63,1037,0,0,10,Monday
T101219,CUST6232,2023-03-18 03:23:00,25.53,6,4,1,1,0,13,140.09,321,0,0,3,Saturday
T101220,CUST9460,2023-05-28 15:23:00,241.05,4,2,2,5,0,28,344.58,185,0,0,15,Sunday
T101221,CUST9333,2023-12-20 06:57:00,13.1,3,2,2,5,0,123,375.36,1904,0,0,6,Wednesday
T101222,CUST5603,2023-10-28 20:11:00,45.3,5,4,1,6,0,67,68.73,379,0,0,20,Saturday
T101223,CUST8241,2023-10-14 21:42:00,230.05,6,4,2,4,0,5,391.5,1495,0,0,21,Saturday
T101224,CUST5894,2024-02-20 17:18:00,43.54,5,0,2,2,0,100,191.57,1987,1,0,17,Tuesday
T101225,CUST5810,2023-09-19 16:57:00,81.41,3,3,0,2,1,188,342.9,272,0,1,16,Tuesday
T101226,CUST1143,2023-07-18 04:42:00,40.55,3,1,2,6,0,143,339.04,1260,0,0,4,Tuesday
T101227,CUST8715,2023-10-16 00:42:00,25.64,5,3,2,4,0,81,398.86,1481,1,0,0,Monday
T101228,CUST2643,2023-06-16 09:09:00,330.7,6,3,2,1,0,44,351.62,1819,0,0,9,Friday
T101229,CUST2856,2023-01-31 17:35:00,42.12,5,2,1,5,0,119,29.05,1001,0,0,17,Tuesday
T101230,CUST5189,2023-01-01 18:56:00,179.62,5,4,1,0,0,46,264.55,287,0,0,18,Sunday
T101231,CUST2456,2024-01-01 05:45:00,20.9,0,2,1,4,0,157,91.43,614,1,1,5,Monday
T101232,CUST2210,2023-06-14 10:00:00,19.17,6,1,2,5,0,68,485.28,64,0,0,10,Wednesday
T101233,CUST7913,2023-04-13 01:27:00,2.53,7,0,2,2,0,128,135.36,1182,0,0,1,Thursday
T101234,CUST2138,2023-01-31 10:54:00,84.37,7,1,1,5,0,49,215.85,459,0,0,10,Tuesday
T101235,CUST6162,2023-02-14 15:40:00,36.78,0,2,1,3,0,171,106.38,1753,0,0,15,Tuesday
T101236,CUST1558,2023-08-14 04:39:00,159.82,4,2,2,3,0,102,75.95,1372,0,0,4,Monday
T101237,CUST2522,2023-06-25 12:25:00,51.28,1,2,2,0,1,196,304.46,124,0,0,12,Sunday
T101238,CUST9724,2023-05-13 16:32:00,275.85,7,2,0,1,0,77,251.66,249,0,0,16,Saturday
T101239,CUST6111,2023-12-08 05:19:00,16.42,5,3,1,5,1,20,193.58,330,0,0,5,Friday
T101240,CUST7098,2023-06-07 23:05:00,162.37,4,0,2,3,0,111,51.86,1690,0,0,23,Wednesday
T101241,CUST9408,2023-09-21 05:05:00,119.9,7,3,1,1,0,146,370.62,1238,0,0,5,Thursday
T101242,CUST8944,2024-01-12 06:47:00,117.9,6,2,1,4,0,192,12.87,1090,0,0,6,Friday
T101243,CUST8076,2023-04-06 11:21:00,149.03,5,4,1,4,0,177,234.25,804,0,0,11,Thursday
T101244,CUST8867,2023-10-16 13:47:00,114.51,1,3,0,3,1,115,319.96,1675,1,1,13,Monday
T101245,CUST7220,2023-06-27 11:56:00,78.73,4,2,2,1,0,170,221.05,429,0,0,11,Tuesday
T101246,CUST6004,2023-09-30 18:21:00,11.26,7,2,2,1,0,12,71.84,719,0,0,18,Saturday
T101247,CUST1023,2023-09-09 02:15:00,2.65,7,0,1,3,0,79,391.34,1195,0,0,2,Saturday
T101248,CUST1067,2023-03-25 05:55:00,202.91,2,1,2,6,0,119,168.73,1022,0,0,5,Saturday
T101249,CUST6802,2023-08-04 21:21:00,76.7,7,3,0,2,0,36,76.03,163,0,0,21,Friday
T101250,CUST9594,2023-01-11 09:41:00,127.38,3,3,1,1,0,8,279.63,1498,1,1,9,Wednesday
T101251,CUST6375,2023-11-25 06:54:00,52.55,5,3,0,4,0,28,19.39,690,0,0,6,Saturday
T101252,CUST6663,2023-09-09 02:12:00,9.98,1,2,0,6,0,116,168.79,1959,0,0,2,Saturday
T101253,CUST8028,2023-02-21 03:59:00,10.7,3,0,2,5,0,86,377.81,1341,0,0,3,Tuesday
T101254,CUST3254,2023-05-25 12:24:00,92.56,0,2,2,6,0,188,457.23,1955,1,0,12,Thursday
T101255,CUST2412,2023-01-02 14:12:00,45.01,4,2,0,3,0,49,299.95,287,0,0,14,Monday
T101256,CUST5553,2023-07-22 20:48:00,17.9,7,4,2,6,0,166,116.63,1092,1,0,20,Saturday
T101257,CUST4380,2023-11-03 11:34:00,54.12,0,0,0,2,0,80,117.8,334,0,0,11,Friday
T101258,CUST7931,2023-01-01 14:42:00,5.31,1,3,0,3,0,186,305.9,1336,0,0,14,Sunday
T101259,CUST2781,2023-05-29 08:12:00,69.78,5,1,1,0,0,5,209.31,1877,0,0,8,Monday
T101260,CUST3291,2023-07-20 17:18:00,25.07,3,3,0,5,0,46,96.86,555,0,0,17,Thursday
T101261,CUST6073,2023-05-03 21:57:00,127.78,3,2,0,4,0,98,395.82,436,0,0,21,Wednesday
T101262,CUST7702,2023-08-15 19:14:00,29.73,4,0,2,0,0,102,108.12,1412,0,0,19,Tuesday
T101263,CUST6626,2023-12-10 09:40:00,48.59,5,0,1,6,0,2,167.6,915,0,0,9,Sunday
T101264,CUST3145,2023-06-27 02:17:00,0.94,7,0,2,1,0,25,40.1,407,0,0,2,Tuesday
T101265,CUST1482,2023-01-12 11:49:00,6.02,2,4,1,6,0,1,353.67,498,0,0,11,Thursday
T101266,CUST4345,2023-09-01 06:29:00,39.87,2,3,2,4,0,197,144.89,902,0,0,6,Friday
T101267,CUST6185,2023-12-31 05:45:00,52.3,4,4,0,4,0,168,124.1,1019,0,0,5,Sunday
T101268,CUST9986,2023-03-20 21:09:00,73.31,5,1,1,1,0,68,158.65,1334,0,0,21,Monday
T101269,CUST3605,2023-01-07 11:03:00,27.59,4,2,1,0,0,69,438.32,1618,0,0,11,Saturday
T101270,CUST4585,2023-01-28 17:36:00,94.99,5,4,1,0,0,197,263.83,40,0,0,17,Saturday
T101271,CUST2929,2023-05-23 17:28:00,157.36,1,4,1,1,0,16,87.36,704,0,0,17,Tuesday
T101272,CUST6907,2023-07-27 20:15:00,121.08,1,2,2,2,0,182,389.5,724,0,0,20,Thursday
T101273,CUST7326,2024-01-02 21:33:00,3.23,0,0,2,5,0,191,112.14,1239,0,0,21,Tuesday
T101274,CUST8023,2023-12-20 22:19:00,52.39,7,2,1,3,0,18,212.11,1602,0,0,22,Wednesday
T101275,CUST3102,2023-11-03 19:56:00,8.87,4,3,1,0,0,107,288.36,1002,0,0,19,Friday
T101276,CUST2209,2023-03-09 05:52:00,22.17,7,2,1,5,0,17,296.38,38,0,1,5,Thursday
T101277,CUST4530,2024-01-02 16:41:00,345.37,5,0,2,3,0,125,43.83,57,0,0,16,Tuesday
T101278,CUST9136,2023-06-06 14:06:00,12.3,2,2,1,6,0,82,420.03,852,0,0,14,Tuesday
T101279,CUST5078,2023-07-17 03:36:00,55.27,7,4,1,3,0,4,244.92,715,0,0,3,Monday
T101280,CUST4591,2023-10-11 20:12:00,77.02,5,1,1,0,0,115,494.74,1517,0,0,20,Wednesday
T101281,CUST7655,2023-10-01 22:11:00,96.98,1,4,2,2,0,95,361.55,1692,0,0,22,Sunday
T101282,CUST6399,2024-02-12 11:54:00,65.61,5,1,0,2,0,95,496.36,540,0,0,11,Monday
T101283,CUST8638,2023-05-06 02:35:00,0.79,4,2,0,5,0,137,232.2,531,0,0,2,Saturday
T101284,CUST1183,2023-11-08 14:04:00,31.62,0,3,2,6,0,31,78.98,611,0,0,14,Wednesday
T101285,CUST3717,2023-01-03 12:08:00,58.34,0,2,0,5,0,133,366.38,1848,0,0,12,Tuesday
T101286,CUST9266,2023-10-16 22:35:00,7.36,0,0,1,1,0,16,391.1,807,0,0,22,Monday
T101287,CUST2764,2023-02-25 12:47:00,34.54,0,2,1,2,0,42,427.89,1716,0,0,12,Saturday
T101288,CUST9529,2023-06-06 07:00:00,2.7,1,1,2,5,0,169,157.71,690,0,0,7,Tuesday
T101289,CUST9375,2023-02-10 10:28:00,6.55,6,4,2,1,0,30,260.24,1271,0,0,10,Friday
T101290,CUST2532,2023-06-25 21:14:00,40.46,7,3,0,6,0,26,430.18,1482,0,0,21,Sunday
T101291,CUST6010,2023-11-21 01:57:00,11.39,4,2,0,4,0,177,433.72,1691,0,1,1,Tuesday
T101292,CUST2503,2024-02-07 13:49:00,67.06,3,2,1,3,0,31,22.59,32,0,0,13,Wednesday
T101293,CUST1789,2023-05-28 18:15:00,93.56,4,4,2,5,0,50,338.75,1240,0,0,18,Sunday
T101294,CUST6579,2023-11-20 11:32:00,128.99,6,3,0,1,0,143,304.83,72,0,0,11,Monday
T101295,CUST9393,2023-07-29 00:45:00,17.87,0,2,0,2,0,52,50.84,1664,0,0,0,Saturday
T101296,CUST7126,2023-02-12 22:20:00,14.66,6,2,1,3,0,166,465.77,804,0,0,22,Sunday
T101297,CUST8383,2023-02-13 02:16:00,8.84,2,1,1,5,0,38,228.23,1464,0,1,2,Monday
T101298,CUST9587,2023-04-06 14:15:00,80.94,2,1,1,2,0,188,340.39,1243,0,0,14,Thursday
T101299,CUST9969,2023-07-02 14:17:00,98.06,7,0,1,4,0,20,442.57,71,0,0,14,Sunday
T101300,CUST3987,2023-03-24 14:03:00,2.57,1,4,0,3,0,99,73.76,1150,0,0,14,Friday
T101301,CUST4295,2023-05-30 17:25:00,220.18,4,3,2,0,0,44,429.36,1825,0,0,17,Tuesday
T101302,CUST2291,2023-03-01 05:52:00,4.27,4,2,2,2,0,111,364.91,759,0,0,5,Wednesday
T101303,CUST5651,2023-07-30 15:48:00,62.35,3,2,1,0,0,89,421.4,677,0,0,15,Sunday
T101304,CUST6723,2023-12-07 18:42:00,98.77,1,0,1,6,0,63,252.47,1905,0,0,18,Thursday
T101305,CUST5630,2023-06-09 11:14:00,163.82,3,2,0,5,0,118,26.41,686,0,0,11,Friday
T101306,CUST4121,2023-08-28 21:36:00,100.17,2,4,1,4,0,178,338.55,1570,0,0,21,Monday
T101307,CUST8179,2023-06-06 23:40:00,129.45,0,0,2,1,0,150,193.52,910,0,0,23,Tuesday
T101308,CUST8267,2023-07-28 07:01:00,33.17,6,4,1,5,0,72,207.18,1958,0,0,7,Friday
T101309,CUST8204,2023-05-23 16:28:00,134.92,3,0,2,2,0,54,226.22,1189,0,0,16,Tuesday
T101310,CUST8535,2023-11-07 14:31:00,6.68,5,2,1,0,0,137,251.53,539,0,0,14,Tuesday
T101311,CUST3363,2023-01-09 08:23:00,180.16,3,0,1,0,0,143,334.35,1572,0,0,8,Monday
T101312,CUST9110,2024-01-15 19:22:00,63.45,0,1,2,3,0,48,366.12,66,0,0,19,Monday
T101313,CUST2152,2024-02-06 18:44:00,135.99,0,3,0,5,0,148,390.65,852,0,0,18,Tuesday
T101314,CUST6082,2023-11-17 02:37:00,48.16,4,2,0,5,0,163,339.09,608,0,0,2,Friday
T101315,CUST3892,2023-12-08 23:04:00,82.53,6,3,1,2,0,101,403.7,1957,0,0,23,Friday
T101316,CUST2327,2023-05-23 12:43:00,59.79,0,2,1,0,0,195,69.85,866,0,0,12,Tuesday
T101317,CUST7226,2023-05-12 03:28:00,105.22,1,3,2,2,1,60,420.04,546,0,0,3,Friday
T101318,CUST1296,2023-05-05 06:44:00,6.81,3,1,2,2,0,98,199.77,814,0,0,6,Friday
T101319,CUST4165,2023-03-17 04:18:00,4.98,3,3,1,6,0,162,269.1,1050,0,0,4,Friday
T101320,CUST9594,2023-03-01 07:16:00,22.71,2,0,2,0,0,100,222.55,908,0,0,7,Wednesday
T101321,CUST1396,2023-06-16 10:27:00,13.9,0,3,0,2,0,99,243.1,1111,0,0,10,Friday
T101322,CUST6239,2023-07-11 09:37:00,164.32,5,2,0,0,0,73,149.86,988,0,0,9,Tuesday
T101323,CUST1524,2023-06-26 10:30:00,19.8,4,4,2,2,0,119,93.28,184,0,0,10,Monday
T101324,CUST8589,2023-03-13 05:08:00,297.93,6,3,2,1,1,182,61.4,1925,0,0,5,Monday
T101325,CUST2168,2024-01-04 10:23:00,32.87,5,3,2,2,0,128,231.19,142,0,0,10,Thursday
T101326,CUST7246,2023-08-13 20:10:00,16.08,4,3,0,2,1,140,71.38,1513,0,0,20,Sunday
T101327,CUST7574,2023-05-24 13:50:00,124.74,3,2,1,4,0,88,130.04,1657,0,0,13,Wednesday
T101328,CUST5171,2023-12-28 00:25:00,86.0,5,3,2,1,0,105,75.47,865,0,0,0,Thursday
T101329,CUST5800,2023-05-29 10:46:00,55.16,4,2,2,5,0,19,63.47,1809,0,0,10,Monday
T101330,CUST5814,2023-11-29 21:51:00,64.84,3,2,2,0,0,80,442.41,1849,0,0,21,Wednesday
T101331,CUST3298,2023-10-02 23:53:00,101.61,3,4,1,4,0,26,340.27,630,0,0,23,Monday
T101332,CUST2996,2023-10-28 06:26:00,20.75,3,0,2,3,1,151,462.64,471,0,0,6,Saturday
T101333,CUST6273,2023-12-24 15:10:00,448.69,3,2,2,1,0,121,325.57,1743,0,0,15,Sunday
T101334,CUST7711,2023-02-08 05:10:00,294.45,1,1,0,4,0,33,423.54,257,0,1,5,Wednesday
T101335,CUST8368,2023-12-08 14:47:00,84.06,3,3,2,5,0,106,282.1,903,0,0,14,Friday
T101336,CUST8568,2023-12-13 11:56:00,17.81,2,1,0,2,0,185,236.69,1632,0,0,11,Wednesday
T101337,CUST6162,2023-05-25 13:47:00,91.21,5,3,1,6,0,30,268.95,1175,0,0,13,Thursday
T101338,CUST5702,2023-09-19 04:56:00,5.99,4,4,2,5,0,151,166.91,700,0,0,4,Tuesday
T101339,CUST7221,2023-11-13 12:53:00,2.49,2,2,2,1,0,126,332.41,1410,0,0,12,Monday
T101340,CUST2064,2023-09-28 23:54:00,23.84,1,0,0,6,0,36,449.62,1321,0,0,23,Thursday
T101341,CUST8661,2023-05-25 23:33:00,49.68,7,2,1,2,0,125,393.35,724,0,0,23,Thursday
T101342,CUST4791,2023-02-09 03:56:00,162.16,7,3,1,5,0,124,236.38,1538,0,0,3,Thursday
T101343,CUST6663,2023-11-18 06:17:00,103.91,2,0,0,3,0,171,477.42,898,0,0,6,Saturday
T101344,CUST4792,2024-02-19 14:26:00,108.6,0,2,1,0,0,194,492.86,1057,0,0,14,Monday
T101345,CUST9365,2023-08-29 01:42:00,44.34,0,0,1,0,0,181,251.62,1531,0,0,1,Tuesday
T101346,CUST7480,2023-06-09 01:03:00,33.96,0,3,1,1,1,118,433.67,150,0,0,1,Friday
T101347,CUST2147,2023-07-20 19:12:00,37.09,6,4,1,4,1,123,12.34,771,0,0,19,Thursday
T101348,CUST1953,2023-05-03 02:12:00,351.53,0,4,1,2,0,188,42.66,1863,0,0,2,Wednesday
T101349,CUST5164,2023-08-05 00:58:00,3.27,4,2,1,2,1,37,20.97,1539,0,0,0,Saturday
T101350,CUST3325,2023-06-19 10:35:00,161.41,2,1,1,0,0,61,388.85,1272,0,0,10,Monday
T101351,CUST9473,2023-11-29 01:11:00,69.15,4,3,1,5,0,96,49.09,723,0,1,1,Wednesday
T101352,CUST2701,2023-05-10 11:41:00,46.19,5,2,2,2,0,120,18.35,1331,0,0,11,Wednesday
T101353,CUST7531,2024-02-13 14:43:00,103.35,0,2,0,3,0,181,82.24,286,0,0,14,Tuesday
T101354,CUST2041,2024-02-05 16:08:00,53.35,1,4,1,3,0,12,160.08,1357,0,0,16,Monday
T101355,CUST8611,2023-06-13 10:46:00,165.35,6,0,0,2,0,122,237.7,72,0,0,10,Tuesday
T101356,CUST5588,2023-07-14 03:09:00,184.77,5,3,1,2,0,35,42.05,899,1,0,3,Friday
T101357,CUST1953,2023-09-09 01:04:00,43.82,1,0,1,0,0,67,254.5,945,0,0,1,Saturday
